name,poi_id,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,494,544823456,,parking,,"POLYGON ((-111.9414253 33.4293742, -111.9406938 33.4294442, -111.9406977 33.4288653, -111.940208 33.4288622, -111.9402 33.4284745, -111.9414168 33.4284602, -111.9414253 33.4293742))",POINT (-111.940921934982 33.42887858867442)
,495,544825696,,parking,,"POLYGON ((-111.951165 33.4323259, -111.9510164 33.4324338, -111.949667 33.432334, -111.949575 33.431312, -111.9493134 33.4313312, -111.9491323 33.4313025, -111.9488621 33.4312185, -111.948888 33.4311033, -111.9490863 33.4311441, -111.9490978 33.4310985, -111.9493393 33.4311513, -111.9493422 33.4312065, -111.9497245 33.4311969, -111.949736 33.4315112, -111.949782 33.4315136, -111.9498998 33.4313001, -111.9500091 33.4312713, -111.9500148 33.4312161, -111.9509835 33.4312953, -111.9509864 33.4313384, -111.9511618 33.431384, -111.951165 33.4323259))",POINT (-111.9503288366838 33.43179106408802)
ASU Bright Horizons,496,544915196,,yes,,"POLYGON ((-111.9246522 33.4201054, -111.924475 33.4200109, -111.9247245 33.419685, -111.9249017 33.4197796, -111.9246522 33.4201054))",POINT (-111.924688353161 33.41989521495319)
,497,546388941,,parking,,"POLYGON ((-111.9258715 33.42955, -111.9247606 33.4295426, -111.9242506 33.4296832, -111.9237273 33.4296851, -111.9237007 33.4292613, -111.9243437 33.4290189, -111.9245965 33.4289689, -111.9251109 33.4289689, -111.9253593 33.4290189, -111.9258937 33.4290466, -111.9259425 33.4291188, -111.9259092 33.4294889, -111.9258715 33.42955))",POINT (-111.9248059536263 33.42931435081786)
Marina Heights Building #1,498,548483471,,yes,,"POLYGON ((-111.9340157 33.4299267, -111.9338353 33.4303331, -111.9336504 33.4307471, -111.9334565 33.4311799, -111.9347147 33.4315431, -111.9349176 33.4310821, -111.934735 33.4310218, -111.9349266 33.430574, -111.9349266 33.4303726, -111.9344576 33.4302296, -111.9345117 33.430081, -111.9344666 33.4300546, -111.9340157 33.4299267))",POINT (-111.9342620172588 33.43077899325358)
Marina Heights Building #2,499,548483472,,yes,,"POLYGON ((-111.933514 33.4302007, -111.9336788 33.4298206, -111.9328566 33.42957, -111.932689 33.4299479, -111.933514 33.4302007))",POINT (-111.9331847588418 33.42988499291382)
Marina Heights Building #3,500,548483473,,yes,,"POLYGON ((-111.9325997 33.4309222, -111.9327287 33.4306057, -111.9325296 33.4305456, -111.9325694 33.4304443, -111.9323348 33.4303733, -111.9320518 33.4302876, -111.9316593 33.430169, -111.9314867 33.4305566, -111.932075 33.4307478, -111.9325997 33.4309222))",POINT (-111.93211067093 33.43054064814484)
Marina Heights Building #5,501,548483474,,yes,,"POLYGON ((-111.9293648 33.4299105, -111.9300472 33.4301154, -111.9304777 33.4302431, -111.9306276 33.4302777, -111.9307129 33.4300512, -111.930787 33.4298546, -111.9310039 33.4293569, -111.9308221 33.429293, -111.9307743 33.4293729, -111.9304299 33.4292558, -111.9296104 33.4292851, -111.9294732 33.4296177, -111.9293648 33.4299105))",POINT (-111.9301937287598 33.42969998907108)
,502,552027046,,roof,,"POLYGON ((-111.9477209 33.425028, -111.9478602 33.425027, -111.9478607 33.4250758, -111.9477745 33.4250764, -111.9477743 33.4250631, -111.9477213 33.4250635, -111.9477209 33.425028))",POINT (-111.9477957843453 33.42504980268669)
,503,552027047,,roof,,"POLYGON ((-111.9475722 33.4249592, -111.9473947 33.4249602, -111.9473943 33.4249131, -111.9475718 33.4249121, -111.9475722 33.4249592))",POINT (-111.94748325 33.42493615)
,504,552027048,,roof,,"POLYGON ((-111.9477962 33.4249664, -111.9476534 33.4249664, -111.9476534 33.4249172, -111.9477962 33.4249172, -111.9477962 33.4249664))",POINT (-111.9477248 33.42494180000001)
,505,552027049,,roof,,"POLYGON ((-111.9479865 33.4246674, -111.947986 33.4245159, -111.948042 33.4245158, -111.9480425 33.4246672, -111.9479865 33.4246674))",POINT (-111.948014246919 33.42459157508265)
,506,552027050,,roof,,"POLYGON ((-111.9481761 33.4244604, -111.9481761 33.4245075, -111.9479969 33.4245075, -111.9479969 33.4244604, -111.9481761 33.4244604))",POINT (-111.9480865 33.42448395)
,507,552027051,,roof,,"POLYGON ((-111.9481811 33.4244001, -111.9479129 33.4244001, -111.9479129 33.4243489, -111.9481811 33.4243489, -111.9481811 33.4244001))",POINT (-111.948047 33.42437450000001)
,508,552027053,,apartments,,"POLYGON ((-111.947646 33.4252407, -111.947646 33.4253168, -111.9475709 33.4253168, -111.9475709 33.4252939, -111.9474938 33.4252944, -111.947493 33.4252199, -111.9474677 33.4252198, -111.9474671 33.4251545, -111.947467 33.4251499, -111.9475588 33.42515, -111.9475595 33.4252178, -111.9475728 33.4252177, -111.947573 33.4252407, -111.947646 33.4252407))",POINT (-111.9475498140202 33.42523802442711)
,509,552027054,,apartments,,"POLYGON ((-111.9475897 33.425047, -111.94759 33.4251237, -111.9474251 33.4251243, -111.9474247 33.4250554, -111.9474247 33.4250476, -111.9475897 33.425047))",POINT (-111.9475073647409 33.42508564490739)
,510,552027055,,yes,,"POLYGON ((-111.94776 33.4250834, -111.9477604 33.4251601, -111.9476156 33.4251607, -111.9476151 33.425084, -111.94776 33.4250834))",POINT (-111.9476877749089 33.42512204558777)
,511,552027056,,apartments,,"POLYGON ((-111.9478934 33.4252205, -111.9477989 33.4252209, -111.9477982 33.4250893, -111.9478928 33.425089, -111.9478934 33.4252205))",POINT (-111.9478458189315 33.42515491348536)
,512,552027057,,apartments,,"POLYGON ((-111.9478948 33.4253201, -111.9477633 33.4253196, -111.9477638 33.4252496, -111.9478952 33.4252502, -111.9478949 33.425295, -111.9478948 33.4253201))",POINT (-111.9478292483473 33.42528487875055)
,513,552027060,,apartments,,"POLYGON ((-111.9481566 33.4251441, -111.9481561 33.4252127, -111.9481721 33.4252127, -111.9481713 33.425317, -111.9480868 33.4253166, -111.9480876 33.4252107, -111.9480685 33.4252106, -111.948069 33.4251437, -111.9481566 33.4251441))",POINT (-111.9481226918925 33.42522964819338)
,514,552027061,,apartments,,"POLYGON ((-111.9481571 33.4250159, -111.9481721 33.4250158, -111.9481729 33.425083, -111.948157 33.4250831, -111.948079 33.4250838, -111.9480782 33.4250218, -111.9480673 33.4250219, -111.9480656 33.4248854, -111.9481554 33.4248847, -111.9481571 33.4250159))",POINT (-111.9481161450904 33.42498534219918)
,515,552027064,,apartments,,"POLYGON ((-111.9481721 33.4245196, -111.9481726 33.4246515, -111.9481547 33.4246516, -111.9481552 33.4247835, -111.9481709 33.4247834, -111.9481712 33.4248516, -111.9481562 33.4248516, -111.9480813 33.4248519, -111.948081 33.4247834, -111.9480667 33.4247835, -111.9480662 33.4246547, -111.9480819 33.4246547, -111.9480813 33.4245199, -111.9481721 33.4245196))",POINT (-111.9481204871635 33.42468521001049)
,516,552261822,,bicycle_parking,,"POLYGON ((-111.9324523 33.4224549, -111.9324575 33.4224164, -111.932453 33.4223725, -111.932436 33.4223169, -111.9324217 33.4222853, -111.9323352 33.4223039, -111.9323426 33.422328, -111.9323538 33.4223311, -111.9323626 33.4224545, -111.9324523 33.4224549))",POINT (-111.9324017575112 33.42237465178135)
,517,552261824,,bicycle_parking,,"POLYGON ((-111.9333434 33.4228119, -111.9331034 33.4228127, -111.9331197 33.4227758, -111.9331233 33.4227517, -111.9331287 33.4227118, -111.9331341 33.4226523, -111.933171 33.4226516, -111.9332171 33.4226508, -111.9332343 33.4227118, -111.9332757 33.4227637, -111.9333434 33.4228119))",POINT (-111.9331970101095 33.4227466114404)
,518,552261827,,bicycle_parking,,"POLYGON ((-111.9331625 33.4224536, -111.9331616 33.4223896, -111.9331946 33.4222771, -111.9332349 33.4222906, -111.9332129 33.4223536, -111.9332056 33.4224049, -111.9332092 33.4224518, -111.9331625 33.4224536))",POINT (-111.933192890519 33.42236934608757)
,519,552263212,,bicycle_parking,,"POLYGON ((-111.9310409 33.4224655, -111.9308039 33.4223558, -111.9308071 33.4226887, -111.9308824 33.4226892, -111.9309072 33.4226813, -111.9310409 33.4224655))",POINT (-111.9308909688004 33.42252686440553)
,520,552263222,,bicycle_parking,,"POLYGON ((-111.9307373 33.4226825, -111.9304292 33.4226892, -111.9304276 33.4226643, -111.9304619 33.4226644, -111.9304497 33.4225251, -111.9307341 33.4225036, -111.9307373 33.4226825))",POINT (-111.9305956244687 33.42260054921793)
,521,552416302,,parking,,"POLYGON ((-111.936257 33.4207961, -111.9358615 33.4208006, -111.9358542 33.420353, -111.9362497 33.4203485, -111.936257 33.4207961))",POINT (-111.9360556 33.42057455)
,522,552419477,,fountain,,"POLYGON ((-111.9379449 33.4155777, -111.9379763 33.4155631, -111.9379917 33.4155616, -111.9380165 33.4155656, -111.9380384 33.4155777, -111.9380506 33.4155918, -111.9380578 33.4156168, -111.9380576 33.4156207, -111.9380519 33.4156396, -111.9380385 33.4156558, -111.9380179 33.4156675, -111.9379917 33.415672, -111.9379707 33.4156691, -111.9379449 33.4156558, -111.9379326 33.4156394, -111.9379255 33.4156168, -111.9379314 33.4155941, -111.9379449 33.4155777))",POINT (-111.9379919154261 33.41561680159898)
,523,552420570,,fountain,,"POLYGON ((-111.9395387 33.4177622, -111.939544 33.4177561, -111.9395574 33.4177472, -111.939569 33.4177434, -111.9395815 33.4177421, -111.9395906 33.4177428, -111.9395995 33.4177449, -111.93961 33.4177496, -111.9396189 33.4177562, -111.939627 33.4177668, -111.9396302 33.417775, -111.9396313 33.4177835, -111.9396305 33.4177909, -111.9396282 33.4177981, -111.939621 33.417809, -111.9396135 33.4178155, -111.9396046 33.4178205, -111.9395955 33.4178236, -111.9395859 33.4178251, -111.9395752 33.417825, -111.9395647 33.4178229, -111.9395538 33.4178183, -111.9395446 33.4178117, -111.9395369 33.4178023, -111.9395325 33.4177915, -111.9395318 33.4177802, -111.9395348 33.417769, -111.9395387 33.4177622))",POINT (-111.9395814742175 33.41778369504657)
,524,552633169,,bicycle_parking,,"POLYGON ((-111.9326613 33.420732, -111.9326095 33.4207322, -111.9326085 33.4205884, -111.9326604 33.4205882, -111.9326613 33.420732))",POINT (-111.9326349248358 33.42066017688909)
,525,552634940,,fountain,,"POLYGON ((-111.9347394 33.4167454, -111.9347525 33.4167531, -111.9347617 33.416764, -111.9347661 33.4167768, -111.9347651 33.4167901, -111.9347588 33.4168024, -111.934748 33.4168122, -111.9347348 33.4168183, -111.9347199 33.4168205, -111.934705 33.4168187, -111.9346915 33.4168131, -111.9346808 33.4168042, -111.934674 33.4167929, -111.9346718 33.4167804, -111.9346745 33.416768, -111.9346816 33.4167569, -111.9346934 33.4167479, -111.9347081 33.4167426, -111.9347241 33.4167418, -111.9347394 33.4167454))",POINT (-111.9347190532248 33.41678104662033)
,526,552634942,,fountain,,"POLYGON ((-111.9340951 33.4170921, -111.9341082 33.4170998, -111.9341174 33.4171107, -111.9341218 33.4171235, -111.9341208 33.4171368, -111.9341145 33.4171491, -111.9341037 33.4171589, -111.9340904 33.417165, -111.9340756 33.4171672, -111.9340606 33.4171654, -111.9340471 33.4171598, -111.9340364 33.4171508, -111.9340297 33.4171396, -111.9340275 33.4171271, -111.9340301 33.4171147, -111.9340373 33.4171036, -111.9340491 33.4170946, -111.9340638 33.4170893, -111.9340797 33.4170885, -111.9340951 33.4170921))",POINT (-111.934074737018 33.4171277489805)
,527,552634944,,fountain,,"POLYGON ((-111.9338196 33.4170681, -111.9338326 33.4170757, -111.9338419 33.4170866, -111.9338462 33.4170995, -111.9338452 33.4171128, -111.933839 33.4171251, -111.9338282 33.4171349, -111.9338149 33.4171409, -111.9338 33.4171431, -111.9337851 33.4171413, -111.9337716 33.4171357, -111.9337609 33.4171268, -111.9337541 33.4171155, -111.9337519 33.4171031, -111.9337546 33.4170907, -111.9337618 33.4170796, -111.9337735 33.4170705, -111.9337882 33.4170653, -111.9338042 33.4170644, -111.9338196 33.4170681))",POINT (-111.9337992028846 33.41710368698892)
,528,552634945,,fountain,,"POLYGON ((-111.9338934 33.4168498, -111.9339064 33.4168575, -111.9339157 33.4168684, -111.93392 33.4168812, -111.933919 33.4168945, -111.9339128 33.4169068, -111.933902 33.4169166, -111.9338887 33.4169227, -111.9338738 33.4169249, -111.9338589 33.4169231, -111.9338454 33.4169175, -111.9338347 33.4169085, -111.9338279 33.4168973, -111.9338257 33.4168848, -111.9338284 33.4168724, -111.9338356 33.4168613, -111.9338473 33.4168523, -111.933862 33.416847, -111.933878 33.4168462, -111.9338934 33.4168498))",POINT (-111.9338729877122 33.41688544847359)
,529,552634948,,bicycle_parking,,"POLYGON ((-111.9332697 33.4171939, -111.9332974 33.4172341, -111.9333237 33.4172271, -111.9333829 33.4173221, -111.9331405 33.4173242, -111.9330958 33.4172572, -111.9332697 33.4171939))",POINT (-111.933238515225 33.41727297140709)
,530,552634950,,bicycle_parking,,"POLYGON ((-111.9330479 33.4161991, -111.9330233 33.4161765, -111.932988 33.4161387, -111.9329796 33.4161156, -111.9326971 33.4161175, -111.9327002 33.4162409, -111.9329997 33.4162339, -111.9330267 33.4162254, -111.9330428 33.4162109, -111.9330479 33.4161991))",POINT (-111.9328565136096 33.41617869142407)
,531,552634953,,yes,,"POLYGON ((-111.9317934 33.4158438, -111.9307992 33.4158467, -111.9307927 33.4157925, -111.9307944 33.415598, -111.930829 33.4154613, -111.9309333 33.4154595, -111.9309184 33.4152819, -111.9310113 33.4149345, -111.931371 33.4149321, -111.9313876 33.4150022, -111.9314118 33.4154493, -111.9314858 33.4154504, -111.9314884 33.4154706, -111.9316873 33.4154695, -111.9316861 33.4154866, -111.9317182 33.415487, -111.9317182 33.4156303, -111.9317868 33.4156303, -111.9317934 33.4158438))",POINT (-111.9312368112041 33.4154830045261)
,532,552634954,,fountain,,"POLYGON ((-111.9333441 33.4167236, -111.9333572 33.4167313, -111.9333664 33.4167422, -111.9333708 33.416755, -111.9333698 33.4167683, -111.9333635 33.4167806, -111.9333527 33.4167904, -111.9333394 33.4167965, -111.9333246 33.4167987, -111.9333096 33.4167969, -111.9332961 33.4167913, -111.9332855 33.4167824, -111.9332787 33.4167711, -111.9332765 33.4167586, -111.9332791 33.4167462, -111.9332863 33.4167351, -111.9332981 33.4167261, -111.9333128 33.4167208, -111.9333287 33.41672, -111.9333441 33.4167236))",POINT (-111.9333237380893 33.41675924860939)
,533,552634964,,bicycle_parking,,"POLYGON ((-111.9336842 33.4181203, -111.933599 33.4181596, -111.9335838 33.4181394, -111.9335672 33.4181076, -111.9335469 33.4180662, -111.9335304 33.4180259, -111.9335189 33.4179834, -111.9335024 33.4179325, -111.9335011 33.4179006, -111.933599 33.4178985, -111.9336092 33.4179473, -111.9336181 33.4180046, -111.9336499 33.4180683, -111.9336626 33.4180949, -111.9336842 33.4181203))",POINT (-111.9335833420894 33.41802186366279)
,534,552636698,,bicycle_parking,,"POLYGON ((-111.9308929 33.4218025, -111.9307972 33.4218035, -111.9307936 33.4215715, -111.930988 33.4215694, -111.9309888 33.42175, -111.9308922 33.4217511, -111.9308929 33.4218025))",POINT (-111.9308858903113 33.42167501605503)
,535,552636699,,bicycle_parking,,"POLYGON ((-111.9320912 33.4212474, -111.9320912 33.4211741, -111.9319043 33.4211741, -111.9319043 33.4212474, -111.9320912 33.4212474))",POINT (-111.93199775 33.42121075)
,536,552636700,,roof,,"POLYGON ((-111.9323183 33.4212874, -111.9322554 33.4212877, -111.9318552 33.421291, -111.9317725 33.4212893, -111.9317705 33.4211691, -111.9323177 33.4211697, -111.9323183 33.4212874))",POINT (-111.93204321396 33.42122931132793)
,537,552931173,,parking,,"POLYGON ((-111.9292286 33.4298108, -111.9291857 33.4290765, -111.9291803 33.4290049, -111.9291106 33.4290049, -111.9291106 33.4289422, -111.9290676 33.4289154, -111.9280457 33.4290519, -111.9275629 33.4290855, -111.9266966 33.4290452, -111.9266993 33.4296272, -111.9271499 33.429616, -111.9271579 33.4296451, -111.9280725 33.4297257, -111.9286653 33.4297996, -111.9289389 33.4298309, -111.9291025 33.4298242, -111.9292286 33.4298108))",POINT (-111.9280682633267 33.4293778102972)
,538,553577580,,bicycle_parking,,"POLYGON ((-111.9371332 33.4186871, -111.9371845 33.4186869, -111.9371838 33.4185501, -111.9371325 33.4185503, -111.9371332 33.4186871))",POINT (-111.9371585 33.41861859999999)
,539,553577589,,bicycle_parking,,"POLYGON ((-111.9317699 33.4215692, -111.9317703 33.4215195, -111.9318356 33.4215189, -111.9318358 33.421569, -111.9317699 33.4215692))",POINT (-111.931802944146 33.42154418781517)
,540,553577591,,bicycle_parking,,"POLYGON ((-111.9318422 33.4218277, -111.9318411 33.4217384, -111.9317512 33.4217392, -111.9317523 33.4218284, -111.9318422 33.4218277))",POINT (-111.9317967083919 33.42178342482802)
,541,553577601,,bicycle_parking,,"POLYGON ((-111.9325556 33.4215142, -111.9325555 33.4214339, -111.9324963 33.4214341, -111.9324967 33.4215147, -111.9325556 33.4215142))",POINT (-111.9325260064362 33.42147419115575)
City Hall Visitor's Parking,542,553839658,,parking,,"POLYGON ((-111.9394008 33.4254317, -111.9394045 33.424982, -111.9389333 33.4249793, -111.9389297 33.4254291, -111.9394008 33.4254317))",POINT (-111.9391670663847 33.42520551693215)
,543,554566584,,yes,,"POLYGON ((-111.9340796 33.4185132, -111.9340704 33.4188432, -111.9334293 33.4188455, -111.9334279 33.4185104, -111.9340796 33.4185132))",POINT (-111.933750979926 33.41867761767479)
,544,554566585,,yes,,"POLYGON ((-111.9333716 33.4188153, -111.9333622 33.4184687, -111.9331931 33.4184719, -111.9331943 33.4185153, -111.9329586 33.4185198, -111.9329652 33.4187642, -111.9331895 33.4187599, -111.9331911 33.4188187, -111.9333716 33.4188153))",POINT (-111.933182006609 33.41864253553194)
,545,555323464,,toilets,,"POLYGON ((-111.9419551 33.4306169, -111.9420141 33.4305132, -111.9418959 33.4304663, -111.9418368 33.4305699, -111.9419551 33.4306169))",POINT (-111.9419254743478 33.43054158620687)
,546,555323466,,yes,,"POLYGON ((-111.9420037 33.4304338, -111.9420103 33.4303902, -111.9419293 33.4303817, -111.9419227 33.4304252, -111.9419725 33.4304305, -111.9420037 33.4304338))",POINT (-111.9419665151235 33.43040773042385)
,547,555323665,,yes,,"POLYGON ((-111.928199 33.4263213, -111.9278199 33.426323, -111.9278163 33.4257845, -111.9279856 33.4257837, -111.927985 33.4256873, -111.9281302 33.4256866, -111.9281309 33.4257853, -111.9281955 33.425785, -111.928199 33.4263213))",POINT (-111.9280107978306 33.42603264629295)
,548,560245603,,yes,,"POLYGON ((-111.9359667 33.4223817, -111.9358614 33.4223833, -111.9358567 33.4221633, -111.9359619 33.4221617, -111.9359667 33.4223817))",POINT (-111.9359116754365 33.4222725174122)
,549,560245604,,yes,,"POLYGON ((-111.9364935 33.4222591, -111.936346 33.4222216, -111.9363969 33.4220822, -111.9365444 33.4221198, -111.9364935 33.4222591))",POINT (-111.9364451928908 33.42217067031444)
Cabin Tempe,550,560777956,,restaurant,,"POLYGON ((-111.9414582 33.4268954, -111.9412332 33.4268944, -111.9412338 33.4267981, -111.9412555 33.4267982, -111.9412558 33.4267519, -111.9412191 33.4267518, -111.9412206 33.4265272, -111.9414607 33.4265283, -111.9414582 33.4268954))",POINT (-111.9413433821264 33.42670773167578)
,551,561567558,,yes,,"POLYGON ((-111.9393455 33.4230695, -111.9391899 33.4230716, -111.9391855 33.4228443, -111.939341 33.4228421, -111.9393455 33.4230695))",POINT (-111.9392654810125 33.42295688685839)
,552,561567560,,yes,,"POLYGON ((-111.9389719 33.4229494, -111.9388364 33.4229499, -111.9388358 33.4228451, -111.9388691 33.422845, -111.9388689 33.4228008, -111.9389711 33.4228004, -111.9389719 33.4229494))",POINT (-111.9389077824543 33.42287925914703)
Biodesign C,553,561567562,,yes,,"POLYGON ((-111.9279415 33.4200705, -111.9279419 33.4198157, -111.9275194 33.4198234, -111.9271626 33.4198972, -111.926762 33.4199029, -111.926765 33.4201646, -111.9271568 33.4201623, -111.9275795 33.4200772, -111.9279415 33.4200705))",POINT (-111.9273485536498 33.41999007748772)
In-N-Out Burger,554,561627545,,fast_food,,"POLYGON ((-111.9255781 33.4349728, -111.9255758 33.4348679, -111.9255462 33.4348683, -111.9255457 33.4348432, -111.9252905 33.4348471, -111.9252913 33.4348855, -111.9252609 33.4348859, -111.9252626 33.4349634, -111.9253612 33.4349618, -111.9253615 33.4349768, -111.9254172 33.4349759, -111.9254168 33.4349608, -111.9255066 33.4349594, -111.9255069 33.4349739, -111.9255781 33.4349728))",POINT (-111.9254233596275 33.4349084262977)
,555,561632040,,yes,,"POLYGON ((-111.9365699 33.4260461, -111.9365142 33.4261128, -111.9363551 33.4260921, -111.9364018 33.4259906, -111.9364838 33.4258777, -111.9365985 33.4259498, -111.936574 33.4260377, -111.9366436 33.4258959, -111.936775 33.4256285, -111.9369859 33.4257013, -111.936723 33.4262317, -111.9365122 33.4261589, -111.9365699 33.4260461))",POINT (-111.9366946350982 33.4259463619814)
,556,561632041,,roof,,"POLYGON ((-111.9365096 33.4256452, -111.9365094 33.4256134, -111.9364152 33.4256138, -111.9364154 33.4256456, -111.9365096 33.4256452))",POINT (-111.9364624 33.42562950000001)
,557,561632042,,roof,,"POLYGON ((-111.9363349 33.4256435, -111.9363347 33.4256117, -111.9362415 33.4256121, -111.9362418 33.4256439, -111.9363349 33.4256435))",POINT (-111.9362882248728 33.42562779715566)
,558,561632043,,roof,,"POLYGON ((-111.9361183 33.4256445, -111.9361182 33.4256127, -111.9360292 33.4256131, -111.9360294 33.4256449, -111.9361183 33.4256445))",POINT (-111.9360737748811 33.42562879702133)
,559,561632044,,roof,,"POLYGON ((-111.9359195 33.4256446, -111.9359193 33.4256128, -111.9358273 33.4256133, -111.9358276 33.4256451, -111.9359195 33.4256446))",POINT (-111.9358734248463 33.42562894711884)
,560,561632045,,roof,,"POLYGON ((-111.9357127 33.4256435, -111.9357125 33.4256117, -111.9356193 33.4256121, -111.9356195 33.4256439, -111.9357127 33.4256435))",POINT (-111.935666 33.42562779999999)
,561,561632046,,roof,,"POLYGON ((-111.9363983 33.4257101, -111.9363913 33.4256789, -111.9362986 33.4256933, -111.9363056 33.4257245, -111.9363983 33.4257101))",POINT (-111.93634845 33.4257017)
,562,561632048,,roof,,"POLYGON ((-111.936134 33.4257352, -111.9361393 33.4257037, -111.936046 33.4256929, -111.9360407 33.4257244, -111.936134 33.4257352))",POINT (-111.93609 33.42571405)
,563,561632050,,roof,,"POLYGON ((-111.9359102 33.4257403, -111.9359145 33.4257087, -111.9358227 33.4257001, -111.9358185 33.4257317, -111.9359102 33.4257403))",POINT (-111.9358664776209 33.42572019737555)
,564,561632052,,roof,,"POLYGON ((-111.935624 33.4257186, -111.9356367 33.4256886, -111.9355494 33.4256629, -111.9355368 33.4256929, -111.935624 33.4257186))",POINT (-111.9355867324249 33.42569074932172)
,565,561632054,,roof,,"POLYGON ((-111.935642 33.4259198, -111.9356547 33.4258898, -111.9355646 33.4258633, -111.9355519 33.4258932, -111.935642 33.4259198))",POINT (-111.9356033218422 33.42589153261093)
,566,561632056,,roof,,"POLYGON ((-111.9358999 33.4259326, -111.9359052 33.4259011, -111.9358122 33.42589, -111.9358068 33.4259215, -111.9358999 33.4259326))",POINT (-111.9358560216522 33.4259113024217)
,567,561632058,,roof,,"POLYGON ((-111.9360527 33.4258917, -111.9360458 33.425923, -111.9361416 33.4259379, -111.9361485 33.4259066, -111.9360527 33.4258917))",POINT (-111.93609715 33.4259148)
,568,561632059,,roof,,"POLYGON ((-111.9364604 33.4258965, -111.9364533 33.4258647, -111.9363597 33.4258793, -111.9363668 33.4259111, -111.9364604 33.4258965))",POINT (-111.93641005 33.4258879)
,569,561643721,,apartments,,"POLYGON ((-111.925244 33.4330377, -111.9249577 33.4330969, -111.9250666 33.4334635, -111.9249892 33.4334796, -111.925023 33.433593, -111.9247829 33.4336428, -111.9247507 33.433535, -111.924662 33.4335534, -111.9245182 33.4330716, -111.9242414 33.4331291, -111.9243958 33.4336465, -111.924467 33.4336318, -111.9245564 33.4339315, -111.9247277 33.433896, -111.9247191 33.4338673, -111.9248509 33.43384, -111.9248338 33.4337826, -111.9250546 33.4337368, -111.9250702 33.4337892, -111.9252056 33.4337611, -111.9252143 33.4337906, -111.9253587 33.4337607, -111.9252705 33.433464, -111.9253649 33.4334445, -111.925244 33.4330377))",POINT (-111.9248312428239 33.43348050242011)
,570,561643723,,yes,,"POLYGON ((-111.9239726 33.4345983, -111.9238991 33.4345993, -111.9238949 33.4343921, -111.9239684 33.4343911, -111.9239726 33.4345983))",POINT (-111.92393375 33.43449519999999)
,571,561643724,,yes,,"POLYGON ((-111.9238895 33.4346937, -111.9235222 33.4346915, -111.9235228 33.4346242, -111.9238901 33.4346264, -111.9238895 33.4346937))",POINT (-111.92370615 33.43465895)
,572,561643725,,yes,,"POLYGON ((-111.9235043 33.4346925, -111.923137 33.4346914, -111.9231373 33.4346241, -111.9235046 33.4346252, -111.9235043 33.4346925))",POINT (-111.9233208 33.4346583)
,573,561643726,,yes,,"POLYGON ((-111.9231107 33.4346895, -111.9228664 33.4346884, -111.9228668 33.4346245, -111.9231111 33.4346255, -111.9231107 33.4346895))",POINT (-111.9229887818338 33.43465697515047)
,574,561643727,,yes,,"POLYGON ((-111.9227122 33.4347308, -111.9224052 33.4347322, -111.9224045 33.4346204, -111.9227115 33.4346191, -111.9227122 33.4347308))",POINT (-111.9225583271074 33.43467562511967)
,575,561643728,,yes,,"POLYGON ((-111.92255 33.4350786, -111.9224643 33.4350797, -111.9224607 33.4348775, -111.9225464 33.4348764, -111.92255 33.4350786))",POINT (-111.92250535 33.43497805000001)
,576,561643730,,yes,,"POLYGON ((-111.922188 33.4350963, -111.9221024 33.4350974, -111.9220987 33.4348952, -111.9221844 33.4348941, -111.922188 33.4350963))",POINT (-111.9221433745996 33.43499573033206)
,577,561643731,,yes,,"POLYGON ((-111.9223928 33.4350954, -111.9222609 33.4350983, -111.9222545 33.4348993, -111.9223865 33.4348964, -111.9223928 33.4350954))",POINT (-111.9223236744779 33.43499733744358)
